"Lemma","Discriminator","Dialect","Supertype","Morphotype","Features","Sememe","Definition","Examples","Synonyms","Gloss","Frequency","Etymology","Etymological notes"
"toka",,,"V",,"DO","sumuda ",,,,,,,
"toleo",,,,,,,,,,,,,
"tu",,,,,,,,,,,,,
"Tuzo",,,,,,,,,,,,,
"tuzo",,,,,,,,,,,,,
"u-",,,"PF",,"NC PreC C11",,,,,,,,
"u-",,,"PF",,"NC PreV₁ C11",,,,,,,,
"u-",,,"PF",,"NC PreC C14 SG",,,,,,,,
"u-",,,"PF",,"NC PreV₁ C14 SG",,,,,,,,
"ua",1,,"N",,"C5",,"flower",,,,,,
"ubongo",,,,,,,,,,,,,
"uchaguzi",,,,,,,,,,,,,
"uchumi",1,,"N",,"C14",,"economy, finance",,,,,,
"Ufaransa",,,,,,,,,,,,,
"ugonjwa",,,"N",,"C11",,"disease",,,,,,
"uhuru",,,"N",,"C14",,"freedom",,,,,,
"uhusiano",,,,,,,,,,,,,
"Uingereza",,,,,,,,,,,,,
"Ujerumani",,,,,,,,,,,,,
"uki",,,"N",,"C11","wilawi ",,,,,,,
"ule",,,,,,,,,,,,,
"umbo",,,,,,,,,,,,,
"umri",1,,"N",,"C11",,"age",,,,,,
"umri",2,,"N",,"C11",,"timespan",,,,,,
"upande",1,,"N",,"C11",,"side",,,,,,
"upande",2,,"N",,"C11",,"direction",,,,,,
"utafiti",1,,"N",,"C14",,"curiosity",,,,,,
"utafiti",2,,"N",,"C14",,"noisiness",,,,,,
"utafiti",3,,"N",,"C11",,"research",,,,,,
"utamaduni",1,,"N",,"C14",,"culture",,,,,,
"utamaduni",2,,"N",,"C14",,"civilization",,,,,,
"utamaduni",3,,"N",,"C14",,"modernity",,,,,,
"utawala",1,,"N",,"C14",,"rule, reign",,,,,,
"utawala",2,,"N",,"C14",,"administration",,,,,,
"utawala",3,,"N",,"C14",,"discipline",,,,,,
"uw-",,,"PF",,"NC PreV₂ C11",,,,,,,,
"uw-",,,"PF",,"NC PreV₂ C14 PL",,,,,,,,
"uwezekano",,,,,,,,,,,,,
"uwezo",,,,,,,,,,,,,
"v-",,,"PF",,"NC PreV₂ C7 PL",,,,,,,,
"vi-",,,"PF",,"NC PreC C7 PL",,,,,,,,
"vifaa",,,,,,,,,,,,,
"vijana",,,,,,,,,,,,,
"vile",,,,,,,,,,,,,
"vingi",,,,,,,,,,,,,
"viongozi",,,,,,,,,,,,,
"visiwa",,,,,,,,,,,,,
"vita",,,,,,,,,,,,,
"vitu",,,,,,,,,,,,,
"viwango",,,,,,,,,,,,,
"vizuri",,,"AV",,,,,,,,,,
"vy-",,,"PF",,"D-concord C7 PL",,,,,,,,
"vy-",,,"PF",,"NC PreV₁ C7 PL",,,,,,,,
"w-",,,"PF",,"D-concord C1 SG",,,,,,,,
"w-",,,"PF",,"D-concord C1 PL",,,,,,,,
"w-",,,"PF",,"D-concord C3 SG ",,,,,,,,
"w-",,,"PF",,"D-concord C11",,,,,,,,
"w-",,,"PF",,"D-concord C14 SG ",,,,,,,,
"w-",,,"PF",,"NC PreV₂ C1 PL",,,,,,,,
"w-",,,"PF",,"NC PreV₃ C11",,,,,,,,
"w-",,,"PF",,"NC PreV₃ C14 PL",,,,,,,,
"wa-",,,"PF",,"NC PreC C1 PL",,,,,,,,
"wa-",,,"PF",,"NC PreV₁ C1 PL",,,,,,,,
"wakati",1,,"N",,"C11",,"time",,,,,,
"wakati",2,,"N",,"C11",,"timing",,,,,,
"wakati",3,,"N",,"C11",,"grammatical tense",,,,,,
"wakazi",,,,,,,,,,,,,
"Wakristo",,,,,,,,,,,,,
"wala",1,,"Coo",,,,"and not",,,,,,
"walio",,,,,,,,,,,,,
"wanaoishi",,,,,,,,,,,,,
"wanawake",,,,,,,,,,,,,
"wanaweza",,,,,,,,,,,,,
"wanyama",,,,,,,,,,,,,
"wapatao",,,,,,,,,,,,,
"wastani",,,,,,,,,,,,,
"wawili",,,,,,,,,,,,,
"wazi",,,,,,,,,,,,,
"wengine",,,,,,,,,,,,,
"wiki",,,"N",,"C9",,"week",,,,,,
"wiki kesho",,,"N",,"C9",,"next week",,,,,,
"wilaya",,,"N",,"C9",,"district, province",,,,,,
"wote",,,,,,,,,,,,,
"y-",,,"PF",,"D-concord C3 PL",,,,,,,,
"y-",,,"PF",,"D-concord C5 PL",,,,,,,,
"y-",,,"PF",,"D-concord C9 SG",,,,,,,,
"yaani",1,,"Intj",,,,"in other words",,,,,,
"Yesu",,,,,,,,,,,,,
"yeye",1,,"Pro",,"P3 SG",,,,,,,,
"yoyote",,,,,,,,,,,,,
"z-",,,"PF",,"D-concord C9 PL",,,,,,,,
"zaidi",,,"AM AV",,"#za",,"more (than)",,,,,,
"zamani",1,,"AV",,,,"earlier",,,,,,
"zamani",2,,"AV",,,,"already",,,,,,
"zamani",3,,"N",,"C9",,"age, epoch",,,,,,
"zamani",4,,"N",,"C9",,"ancient time",,,,,,
"ziwa",1,,"N",,"C5","vuniri ",,,,,,,
"ziwa",2,,"N",,"C5","watanu ",,,,,,,
