Lemma,Discriminator,Dialect,Supertype,Morphotype,Features,Sememe,Definition,Examples,Synonyms,Gloss,Frequency,Etymology,Etymological notes
damdayag,,,,,,gakujo ,,,,,,,
higaan,,,,,,dufiqa ,,,,,,,
kama,,,,,,dufiqa ,,,,,,,
katan,,,,,,tagowu ,,,,,,,
kilala,,,,,,ciboya ,,,,,,,
lumba-lumba,,,N,,,defuyi ,,,,,,,
malaray,,,,,,zupuzu ,,,,,,,
mesa,,,,,,yohaye ,,,,,,,
oso,,,,,,bajasu ,,,,,,,
puno,,,,,,tiliva ,,,,,,,
silya,,,,,,zunoko ,,,,,,,
tubig,,,,,,seliwa ,,,,,,,
upuan,,,,,,zunoko ,,,,,,,
