"Lemma","Discriminator","Dialect","Supertype","Morphotype","Features","Sememe","Definition","Examples","Synonyms","Gloss","Frequency","Etymology","Etymological notes"
"fly",,,"VI₁",,,"zeduyu ",,,,,,,
"foldl",,,,,,"fuwiyi ",,,,,,,
"foldr",,,,,,"fubuca ",,,,,,,
"follow",,,"V",,"DO","jawisu ",,,,,,,
"follow",,,,,,"virigi ",,,,,,,
"follow",,,,,,"yodide ",,,,,,,
"food",,,"N",,,"zutuqa ",,,,,,,
"foot",,,"N",,,"dalibe ",,,,,,,
"for",1,,"P",,,,"⦃core argument preposition⦄",,,,,,
"for",2,,"P",,,"nezunu ",,,,,,,
"force",,,"V",,"DO to+INF","dafuka ",,,,,,,
"forebear",,,"N",,"of","higiwe ",,,,,,,
"forehead",,,"N",,,"suvima ",,,,,,,
"forest",,,"N",,,"suhiwe ",,,,,,,
"forge",,,"V",,"DO","bayari ",,,,,,,
"forget",,,"V",,"DO","romado ",,,,,,,
"fork",,,"N",,,"konoqo ",,,,,,,
"fossil",,,"N",,,"nadelo ",,,,,,,
"fountain",,,"N",,,"nalesu ",,,,,,,
"four",,,"AN",,,"kaseti ",,,,,,,
"fox",,,"N",,,"nerawa ",,,,,,,
"France",,,"Name",,,"deligi ",,,,,,,
"freezer",,,"N",,,"cezibi ",,,,,,,
"French bean",,,"N",,,"lepile ",,,,,,,
"Friday",,,"N",,,"rasule ",,,,,,,
"friend",,,"N",,"of","ciruge ",,,,,,,
"frog",,,"N",,,"buwuvu ",,,,,,,
"from",,,"P",,,,,,,,,,
"fruit",,,"N",,"of","gewuma ",,,,,,,
"fruit",,,"N",,,"gufoja ",,,,,,,
"full-grown",,,"AN",,,"qinevo ",,,,,,,
"funnel",,,"N",,,"dekebo ",,,,,,,
"funny",,,"AN",,,"mofatu ",,,,,,,
"fur",1,,"N",,,"yikani ",,,,,,,
"fur",3,,"N",,,"gumunu ",,,,,,,
"furious",,,"AN",,,"hejori ",,,,,,,
"fusion",,,"N",,"of","zeluwi ",,,,,,,
"galaxy",,,"N",,,"ziheje ",,,,,,,
"gall",,,"NU",,,"napufe ",,,,,,,
"gallium",,,"NU",,,"jududa ",,,,,,,
"garden lettuce",,,"N",,,"zagari ",,,,,,,
"garment",,,"N",,,"fugahu ",,,,,,,
"garum",,,"N",,,"yutoso ",,,,,,,
"generous",,,"AN",,,"hiqeci ",,,,,,,
"germanium",,,"NU",,,"likini ",,,,,,,
"Germany",,,"Name",,,"gobite ",,,,,,,
"get",,,"VT+AN",,,"zudeve ",,,,,,,
"get",,,"V",,"DO AN","pacehe ",,,,,,,
"get",,,"V",,"DO to+INF","pacehe ",,,,,,,
"get",1,,"V",,"DO","bulihe ",,,,,,,
"get",,,"V",,"DO","cimana ",,,,,,,
"ghillie suit",,,"N",,,"wigocu ",,,,,,,
"giraffe",,,"N",,,"sigoso ",,,,,,,
"give",,,"V",,"DO to","jubaku 132",,,,,,,
"give",,,"V",,"DO to","behucu 132",,,,,,,
"give birth",,,"V",,"to","mamuvu ",,,,,,,
"glacier",,,"N",,,"zozomi ",,,,,,,
"glad",,,"AN",,,"fiyezu ",,,,,,,
"glass",,,"N",,,"qeveva ",,,,,,,
"glasses",,,"NPL",,,"zivumo ",,,,,,,
"glove",,,"N",,,"jisofa ",,,,,,,
"glue",,,"N",,,"remowa ",,,,,,,
"gnaw",,,"V",,"DO","galawe ",,,,,,,
"go",,,"V",,"to+INF","sosaqe ",,,,,,,
"go",,,"V",,"to from","zafejo 132",,,,,,,
"goat",,,"N",,,"zajaki ",,,,,,,
"gold",,,"NU",,,"qedipu ",,,,,,,
"good",,,"AN",,,"zuniho ",,,,,,,
"gorilla",,,"N",,,"rikawu ",,,,,,,
"gotcha",,,"INTJ",,,"wepuva ",,,,,,,
"govern",,,"V",,"DO","gunuba ",,,,,,,
"granite",,,"NU",,,"getika ",,,,,,,
"grasp",,,"V",,"DO","cewomo ",,,,,,,
"grass",,,"N",,,"sosudi ",,,,,,,
"grateful",,,"AN",,"to for","hazoya ",,,,,,,
"grateful",,,"AN",,"to for","heyimu ",,,,,,,
"gravel",,,"N",,,"timisi ",,,,,,,
"gray",,,"AN",,,"kukihu ",,,,,,,
"gray wolf",,,"N",,,"kemara ",,,,,,,
"grease",,,"N",,,"febine ",,,,,,,
"great",,,"AN",,,"fugawo ",,,,,,,
"green",,,"AN",,,"ralija ",,,,,,,
"green bean",,,"N",,,"lepile ",,,,,,,
"greenhouse",,,"N",,,"wezane ",,,,,,,
"Greenland",,,"Name",,,"gemeni ",,,,,,,
"grey",,,"AN",,,"kukihu ",,,,,,,
"grey wolf",,,"N",,,"kemara ",,,,,,,
"grok",,,"V",,"DO","cimana ",,,,,,,
"ground",1,,"N",,,"gunefe ",,,,,,,
"group",,,"N",,"of","zeluwi ",,,,,,,
"group",,,"N",,"of","zineji ",,,,,,,
"grow",,,"V",,,"tutumo ",,,,,,,
"grow",,,"V",,,"dosivu ",,,,,,,
"guitar",,,"N",,,"fayuba ",,,,,,,
"gullible",,,"AN",,,"hewoqo ",,,,,,,
"gun",,,"N",,,"waticu ",,,,,,,
"habitual",,,"AN",,,"jeqitu ",,,,,,,
"hail",,,"V",,,"witevo ",,,,,,,
"hail",,,"N",,,"halihu ",,,,,,,
"hairless",,,"AN",,,"tivepi ",,,,,,,
"hammer",,,"N",,,"takupe ",,,,,,,
"hammock",,,"N",,,"zayeqa ",,,,,,,
"hammock",,,"V",,,"wewozu ",,,,,,,
"handbag",,,"N",,,"zafapu ",,,,,,,
"handkerchief",,,"N",,,"qowibi ",,,,,,,
"happen",,,"V",,,"dosoko ",,,,,,,
"happy",,,"AN",,,"fiyezu ",,,,,,,
"harmonica",,,"N",,,"wufoye ",,,,,,,
"harp",,,"N",,,"lozimu ",,,,,,,
"hat",,,"N",,,"riqawe ",,,,,,,
"hate",1,,"V",,"DO","lofoto ",,,,,,,
"haul",,,"V",,"DO","diheqo ",,,,,,,
"have",2,,"V",,"DO","pohuti ",,,,,,,
"have",1,,"V",,"DO","pocofe ",,,,,,,
"hay",,,"N",,,"hevovo ",,,,,,,
"he",,,"PRO",,,,,,,,,,
"headland",,,"N",,,"jijotu ",,,,,,,
"healthy",,,"AN",,,"bebera ",,,,,,,
"heavy",,,"AN",,,"momemi ",,,,,,,
"hedgehog",,,"N",,,"sunemi ",,,,,,,
"helicopter",,,"N",,,"sufobe ",,,,,,,
"helium",,,"NU",,,"cukoho ",,,,,,,
"hello",,,"INTJ",,,"yuliwe ",,,,,,,
"helmet",,,"N",,,"ranini ",,,,,,,
"help",,,"V",,"DO to+INF","juhebi ",,,,,,,
"heptagon",,,"N",,,"yisudi ",,,,,,,
"her",1,,"OBJ",,,,,,,,,,
"her",2,,"D",,,,,,,,,,
"herbivorous",,,"AN",,,"beyuno ",,,,,,,
"here",,,"ADV",,,,,,,,,,
"hesitate",,,"V",,,"sokema ",,,,,,,
"hexagon",,,"N",,,"qolace ",,,,,,,
"hi",,,"INTJ",,,"yuliwe ",,,,,,,
"hiccup",,,"V",,,"leluje ",,,,,,,
"hidden",,,"AN",,,"tujaro ",,,,,,,
"hill",,,"N",,,"fesanu ",,,,,,,
"him",,,"PRO",,"OBJ ",,,,,,,,
"hinge",,,"N",,,"nomife ",,,,,,,
"his",,,"D",,,,,,,,,,
"history",,,"N",,,"fudito ",,,,,,,
"hive",,,"N",,,"pifomu ",,,,,,,
"holy",,,"AN",,,"soqeqa ",,,,,,,
"home",,,"N",,"of","virume ",,,,,,,
"honest",,,"AN",,,"zezejo ",,,,,,,
"honey",,,"NU",,,"wilawi ",,,,,,,
"hoof",,,"N",,,"zodaru ",,,,,,,
"hope",,,,,,"soputo ",,,,,,,
"horizon",,,"N",,,"wetafu ",,,,,,,
"horn",,,"N",,,"mivawi ",,,,,,,
"horse",,,"N",,,"qibawe ",,,,,,,
"hot-air baloon",,,"N",,,"buqova ",,,,,,,
"house",,,"N",,,"detume ",,,,,,,
"hovercraft",,,"N",,,"zulaku ",,,,,,,
"how",,,"ADV",,,,,,,,,,
"however",,,,,,"buvune ",,,,,,,
"hue",,,"N",,,"cafodu ",,,,,,,
"hug",,,"V",,"DO","guzava ",,,,,,,
"huge",,,"AN",,,"ludiwu ",,,,,,,
"human",,,"N",,,"wayami ",,,,,,,
"human being",,,"N",,,"wayami ",,,,,,,
"humanoid",,,"N",,,"suculu ",,,,,,,
"hungry",,,"AN",,,"borovi ",,,,,,,
"hunt",,,"V",,"DO","tepida ",,,,,,,
"hurrican",,,"N",,,"yekiyo ",,,,,,,
"hurry",,,"V",,,"sacaka ",,,,,,,
"hurry up",,,"V",,,"sacaka",,,,,,,
"hurt",,,"AN",,,"sewobo ",,,,,,,
"husband",,,"N",,"of","dawida ",,,,,,,
"hush",,,"V",,,"rideze ",,,,,,,
"hydrogen",,,"NU",,,"letuto ",,,,,,,
"hyena",,,"N",,,"nulofa ",,,,,,,
"I",,,"PRO",,,"lukayu ",,,,,,,
"ice",,,"NU",,,"lunice ",,,,,,,
"iceberg",,,"N",,,"nurezu ",,,,,,,
"ID card",,,"N",,,"zapazu ",,,,,,,
"idea",,,"N",,,"yitulo ",,,,,,,
"identity card",,,"N",,,"zapazu ",,,,,,,
"if",,,"SUBR",,,"qetepu ",,,,,,,
"if and only if",,,"SUBR",,,"tuyafu ",,,,,,,
"iff",,,,,,"tuyafu ",,,,,,,
"igloo",,,"N",,,"yosaya ",,,,,,,
"ill",,,"AN",,,"kiyadu ",,,,,,,
"illustrious",,,"AN",,,"mubeha ",,,,,,,
"immaterial",,,"AN",,,"dasuba ",,,,,,,
"impatient",,,"AN",,,"bayoga ",,,,,,,
"imperceptible",,,"AN",,,"purequ ",,,,,,,
"important",,,"AN",,"for","notiva 21",,,,,,,
"important",,,"AN",,,"saquze ",,,,,,,
"impossible",,,"AN",,,"munuso ",,,,,,,
"impulsive",,,"AN",,,"ditinu ",,,,,,,
"in",1,,"P",,,"zatiqo 21",,,,,,,
"incisor",,,"N",,,"kemovo ",,,,,,,
"incolor",,,"AN",,,"witehu ",,,,,,,
"indeed",,,"AV",,,"vaqolu ",,,,,,,
"India",,,"Name",,,"daqida ",,,,,,,
"indisputable",,,"AN",,,"fegayo ",,,,,,,
"indistinguishable",,,"AN",,"from","kitani ",,,,,,,
"individual",3,,"N",,,"sitawe ",,,,,,,
"inevitable",,,"AN",,,"curufi ",,,,,,,
"infant",,,"N",,,"toyaqo ",,,,,,,
"infertile",,,"AN",,,"wumoro ",,,,,,,
"information",,,"N",,,"zorubi ",,,,,,,
"ingest",,,"V",,"DO","quwagi ",,,,,,,
"insect",,,"N",,,"hodezu ",,,,,,,
"insectivorous",,,"AN",,,"dejove ",,,,,,,
"inside",,,"P",,,"zatiqo 21",,,,,,,
"insignificant",,,"AN",,,"wosimu ",,,,,,,
"integer",,,"N",,,"nuvapa ",,,,,,,
"intelligent",,,"AN",,,"vaquni ",,,,,,,
"intertwined",,,"AN",,,"laqame ",,,,,,,
"interval",,,"N",,,"gegulu ",,,,,,,
"into",,,"P",,,,,,,,,,
"intuit",,,"V",,"DO","dapusi ",,,,,,,
"invent",,,"V",,"DO","memoku ",,,,,,,
"iron",,,"NU",,,"saneka ",,,,,,,
"irritated",,,"AN",,,"hidaji ",,,,,,,
"island",,,"N",,,"pupima ",,,,,,,
"ism",,,"N",,,"jisubu ",,,,,,,
"it",,,"PRO",,,,,,,,,,
"Italia",,,"Name",,,"dinozi ",,,,,,,
"jacket",,,"N",,,"sebigo ",,,,,,,
"jaguar",,,"N",,,"qahule ",,,,,,,
"Japan",,,"Name",,,"jowuzi ",,,,,,,
"joyful",,,"AN",,,"fiyezu ",,,,,,,
"jungle",,,"N",,,"voqibu ",,,,,,,
"just",,,"ADV",,,,,,,,,,
"katana",,,"N",,,"qonefi ",,,,,,,
"keep",,,"V",,"DO","bimego ",,,,,,,
"key",1,,"N",,,"telipi ",,,,,,,
"key",2,,"N",,,"wotare ",,,,,,,
"keyboard",,,"N",,,"lebuci ",,,,,,,
"khipu",,,"N",,,"hodeti ",,,,,,,
"kick",,,"V",,"DO","tijibi ",,,,,,,
"kill",,,"V",,"DO","zicede ",,,,,,,
"kind",,,"N",,"of","fukepa ",,,,,,,
"knead",,,"V",,"DO","gonewi ",,,,,,,
"knee",,,"N",,,"nufawi ",,,,,,,
"knife",,,"N",,,"pamizi ",,,,,,,
"know",,,"VT₁",,,"qipifi ",,,,,,,
"know₂",,,"V",,"DO","ciboya ",,,,,,,
"koala",,,"N",,,"pikato ",,,,,,,
"Korea",,,"Name",,,"vebata ",,,,,,,
"krypton",,,"NU",,,"ciyuyi ",,,,,,,
"lack",,,"V",,"DO","letejo ",,,,,,,
"ladder",,,"N",,,"worino ",,,,,,,
"ladybird",,,"N",,,"ledohu ",,,,,,,
"ladybug",,,"N",,,"ledohu ",,,,,,,
"lake",,,"N",,,"watanu ",,,,,,,
"lamp",,,"N",,,"guhaqu ",,,,,,,
"language",,,"N",,,"lasofe ",,,,,,,
"laptop",,,"N",,,"jowaya ",,,,,,,
"larynx",,,"N",,,"hehoze ",,,,,,,
"last",,,"AN",,"in","bilubo 21",,,,,,,
"late",,,"AN",,,"numiwa ",,,,,,,
"laugh",,,"V",,,"zanoso ",,,,,,,
"laughter",,,"N",,,"devore ",,,,,,,
"leaf",,,"N",,,"zozawe ",,,,,,,
"leave",1,,"V",,"DO","sumuda ",,,,,,,
"left-handed",,,"AN",,,"derafo ",,,,,,,
"leg",,,"N",,,"yeqave ",,,,,,,
"lemur",,,"N",,,"guvucu ",,,,,,,
"lend",,,"V",,"DO to","yewuba 132",,,,,,,
"leopard",,,"N",,,"lafeqe ",,,,,,,
"lepidopter",,,"N",,,"zalina ",,,,,,,
"lepidopteran",,,"N",,,"zalina ",,,,,,,
"less",,,"ADV",,,,,,,,,,
"lest",,,"COO",,,,,,,,,,
"let",,,"V",,"DO VP","yoqevi ",,,,,,,
"letter",,,"N",,,"jewuve ",,,,,,,
"lettuce",,,"N",,,"yavove ",,,,,,,
"level",2,,"N",,,"makupa ",,,,,,,
"lid",,,"N",,,"jiduka ",,,,,,,
"lifeform",,,,,,"maweya ",,,,,,,
"lift",,,"N",,,"nirumo ",,,,,,,
"lighter",,,"N",,,"biraze ",,,,,,,
"lightning",,,"N",,,"kalice ",,,,,,,
"like",,,"V",,"DO","roqabu ",,,,,,,
"like",,,"V",,"DO","tawale ",,,,,,,
"like",,,"V",,"DO","payito ",,,,,,,
"likely",,,"AN",,,"jutoki ",,,,,,,
"line",,,"N",,,"puhidu ",,,,,,,
"lip",,,"N",,,"fazazu ",,,,,,,
"lithium",,,"NU",,,"yalisu ",,,,,,,
"lithosphere",,,"N",,,"fekali ",,,,,,,
"live",2,,"V",,,"yogije ",,,,,,,
"live",1,,"V",,,"kubudi ",,,,,,,
"living",,,,,,"maweya",,,,,,,
"llama",,,"N",,,"garahi ",,,,,,,
"lock",,,"N",,,"fukugu ",,,,,,,
"long",,,"AN",,,"gayulo ",,,,,,,
"look",,,"V",,"at","gebuze ",,,,,,,
"look",,,"V",,"after","keyepe ",,,,,,,
"loose",,,"AN",,,"jeyufi ",,,,,,,
"lost",,,"AN",,,"vigaba ",,,,,,,
"love",1,,"V",,"DO","hiyuwa ",,,,,,,
"love",2,,"V",,"DO","motuwa ",,,,,,,
"low",,,"AN",,,"hehawo ",,,,,,,
"lunch",,,"N",,,"codifo ",,,,,,,
"lymph",,,"NU",,,"wegunu ",,,,,,,
"machine",,,"N",,,"zabuqo ",,,,,,,
"mad",,,"AN",,,"facucu ",,,,,,,
"mad",,,"AN",,,"hejori ",,,,,,,
"made",,,"PPTC",,"of","kuwira ",,,,,,,
"magenta",,,"AN",,,"dapeno ",,,,,,,
"magnesium",,,"NU",,,"cahugi ",,,,,,,
"main",,,"AN",,,"zoqutu ",,,,,,,
"majority",,,"N",,"of","lahoyi ",,,,,,,
"male",,,"N",,,"hopigi ",,,,,,,
"male",,,"AN",,,"hopigi ",,,,,,,
"malleable",,,"AN",,,"wonufe ",,,,,,,
"mama",,,"N",,,"fimimo ",,,,,,,
"mammal",,,"N",,,"wohuti ",,,,,,,
"mane",,,"N",,,"sodese ",,,,,,,
"manganese",,,"NU",,,"matuke ",,,,,,,
"many",,,"AN",,,"bezuce ",,,,,,,
"map",,,,,,"vadoyi ",,,,,,,
"make",,,"V",,"DO",,,,,,,,
"marsupial",,,"N",,,"favoni ",,,,,,,
"mask",,,"N",,,"voyofo ",,,,,,,
"mass",,,"N",,"of","metacu 21",,,,,,,
"massive",,,"AN",,,"jeroso ",,,,,,,
"masticate",,,"V",,"DO","kuhohi ",,,,,,,
"material",,,"N",,,"kunido ",,,,,,,
"matter",,,"N",,,"kunido ",,,,,,,
"mattress",,,"N",,,"sakumi ",,,,,,,
"maturate",,,"V",,,"tutumo ",,,,,,,
"mature",,,"AN",,,"qinevo ",,,,,,,
"meaning",1,,"N",,,"zunusa ",,,,,,,
"meat",,,"N",,,"koyeso ",,,,,,,
"medicine",,,"N",,,"bovena ",,,,,,,
"meet",,,"V",,"DO","hetosu ",,,,,,,
"megalomaniac",,,"AN",,,"tigile ",,,,,,,
"member",1,,"N",,"of","viqeyu ",,,,,,,
"member",2,,"N",,,"mewoyo ",,,,,,,
"membrane",,,"N",,,"leyahu ",,,,,,,
"memory",,,"N",,,"riyizi ",,,,,,,
"mercury",,,"NU",,,"hagodu ",,,,,,,
"mereological sum",,,"N",,"of","zineji ",,,,,,,
"merit",,,,,,"vijica ",,,,,,,
"merit",,,"V",,"DO","naleki ",,,,,,,
"merry",,,"AN",,,"wuzoze ",,,,,,,
"metal",,,"NU",,,"bibana ",,,,,,,
"microphone",,,"N",,,"tupeti ",,,,,,,
"middle",,,"N",,"of","zemido 21",,,,,,,
"midnight",,,"N",,,"koyiba ",,,,,,,
"milk",,,"NU",,,"lumica ",,,,,,,
"milk",,,"V",,"DO","lozisu ",,,,,,,
"mind",,,"N",,,"tehuwe ",,,,,,,
"mine",,,"NPOSS",,,"kafade ",,,,,,,
"mineralogy",,,"N",,,"fepure ",,,,,,,
"mirror",,,"N",,,"poyoka ",,,,,,,
"miss",,,"V",,"DO","yuhoki ",,,,,,,
"miss",,,"V",,"DO","cisewi ",,,,,,,
"moist",,,"AN",,,"kupaka ",,,,,,,
"molar",,,"N",,,"laruko ",,,,,,,
"molten",,,"AN",,,"rekica ",,,,,,,
"mom",,,"N",,,"fimimo ",,,,,,,
"moment",,,"N",,,"gegulu ",,,,,,,
"mommy",,,"N",,,"fimimo ",,,,,,,
"Monday",,,"N",,,"luzuhe ",,,,,,,
"money",,,"N",,,"bidosa ",,,,,,,
"Mongolia",,,"Name",,,"jumeji ",,,,,,,
"mongoose",,,"N",,,"zoyuvi ",,,,,,,
"monster",,,"N",,,"huviji ",,,,,,,
"monthly",,,"AV",,,"kiwupo ",,,,,,,
"moon",,,"N",,,"mohoje ",,,,,,,
"more",,,"ADV",,,,,,,,,,
"mosquito",,,"N",,,"ruziqo ",,,,,,,
"moth",,,"N",,,"milana ",,,,,,,
"mother",,,"N",,"of","guyupu ",,,,,,,
"motivate",,,"V",,"DO to+INF","pereco 213",,,,,,,
"motor",,,"N",,,"bomise ",,,,,,,
"motorway",,,"N",,,"wisece ",,,,,,,
"mountain",,,"N",,,"pobufe ",,,,,,,
"mountain range",,,"N",,,"yagiza ",,,,,,,
"mouse-deer",,,"N",,,"zalosa ",,,,,,,
"mouse",1,,"N",,,"mafawe ",,,,,,,
"mouse",2,,"N",,,"heqaba ",,,,,,,
"mouth",,,"N",,,"wahulo ",,,,,,,
"mucosa",,,"N",,,"silawo ",,,,,,,
"mucus",,,"NU",,,"diqece ",,,,,,,
"mud",,,"N",,,"gutipo ",,,,,,,
"multiset",,,"N",,,"putifa ",,,,,,,
"mum",,,"N",,,"fimimo ",,,,,,,
"mushroom",,,"N",,,"qocuja ",,,,,,,
"music",,,"N",,,"tatazu ",,,,,,,
"musical instrument",,,"N",,,"momofo ",,,,,,,
"musk deer",,,"N",,,"nokuhe ",,,,,,,
"mustache",,,"N",,,"boqade ",,,,,,,
"my",,,"D",,,"kafade ",,,,,,,
"mythical",,,"AN",,,"verifi ",,,,,,,
"nail",,,"N",,,"giputu ",,,,,,,
"naive",,,"AN",,,"hewoqo ",,,,,,,
"naive",,,"AN",,,"rebati ",,,,,,,
"naked",,,"AN",,,"hemome ",,,,,,,
"name",,,"VD",,,"zikose ",,,,,,,
"named",,,"PTCP",,"T","movewo ",,,,,,,
"nameless",,,"AN",,,"kasugo ",,,,,,,
"natural",,,"AN",,,"yituha ",,,,,,,
"necessary",,,"AN",,"for","nugifu ",,,,,,,
"neck",,,"N",,,"yidima ",,,,,,,
"neon",,,"NU",,,"ticula ",,,,,,,
"net",1,,"N",,,"logulu ",,,,,,,
"nettle",,,"N",,,"suqedi ",,,,,,,
"neutron star",,,"N",,,"tetujo ",,,,,,,
"New Zealand",,,"Name",,,"ziwofa ",,,,,,,
"news",,,"N",,,"pihege ",,,,,,,
"next",,,"AN",,"to","migibe ",,,,,,,
"next",,,"AN",,"to in","dihoge ",,,,,,,
"next after",,,"P",,,"virigi",,,,,,,
"nice",,,"AN",,,"zuniho ",,,,,,,
"nickel",,,"NU",,,"nizako ",,,,,,,
"nightmare",,,"N",,,"yazolu ",,,,,,,
"nine",,,"AN",,,"jujiko ",,,,,,,
"nipple",,,"N",,,"fesoku ",,,,,,,
"nitrogen",,,"NU",,,"wupide ",,,,,,,
"no",,,"ANSW",,,"maruhe ",,,,,,,
"North America",,,"Name",,,"qavobu ",,,,,,,
"North America",,,"Name",,,"zirowe ",,,,,,,
"North Korea",,,"Name",,,"fecege ",,,,,,,
"nose",,,"N",,,"tuhoji ",,,,,,,
"nostril",,,"N",,,"witaso ",,,,,,,
"not",,,"POLAR",,,"maruhe ",,,,,,,
"not",,,,,,"romate much",,,,,,,
"now",2,,"N",,,"nibeyo ",,,,,,,
"now",1,,"AV",,,"nibeyo ",,,,,,,
"numb",,,"AN",,,"gusiye ",,,,,,,
"number",,,"N",,,"sakipe ",,,,,,,
"nut",,,"N",,,"gewuma ",,,,,,,
"oak",,,"N",,,"wepuze ",,,,,,,
"obedient",,,"AN",,,"fikica ",,,,,,,
"observe",,,"V",,"DO","kiwoda ",,,,,,,
"obtain",,,"V",,"DO","bulihe ",,,,,,,
"obvious",,,"AN",,"to","liqogo ",,,,,,,
"octagon",,,"N",,,"caliso ",,,,,,,
"octonion",,,"N",,,"tibaqe ",,,,,,,
"of",1,,"PREP",,,"gocika ","⦃relatedness linker⦄",,,,,,
"of",2,,,,,,"⦃origin linker⦄",,,,,,
"of",3,,,,,,"⦃material linker⦄",,,,,,
"of",4,,,,,,"⦃partitive linker⦄",,,,,,
"of",5,,,,,,"⦃subjective genitive⦄",,,,,,
"of",6,,,,,,"⦃objective genitive⦄",,,,,,
"of",7,,,,,,"⦃argument preposition⦄",,,,,,
"of",8,,,,,,"⦃duration linker⦄",,,,,,
"oil",,,"NU",,,"bofecu ",,,,,,,
"OK",,,"INTJ",,,"wepuva ",,,,,,,
"okay",,,"INTJ",,,"wepuva ",,,,,,,
"olive",,,"N",,,"kuwevo ",,,,,,,
"on",1,,"P",,,"civetu ",,,,,,,
"on",2,,"P",,,"tibuta 21",,,,,,,
"on",3,,"P",,,"hufuni ",,,,,,,
"on",4,,"P",,,"yoneni ",,,,,,,
"one",,,"AN",,,"wehuke ",,,,,,,
"onion",,,"N",,,"zepuqu ",,,,,,,
"only",,,,,,"hapawe ",,,,,,,
"open",,,"AN",,,"yovepe ",,,,,,,
"opine",,,"V",,"DO","hocobo ",,,,,,,
"opisthokont",,,"N",,"C ","zuyiyu ",,,,,,,
"or",1,,"COO",,,"zarowi ","⦃inclusive or⦄",,,,,,
"or",2,,"COO",,,,"⦃exclusive or⦄",,,,,,
"or",3,,"COO",,,,"⦃alternation question⦄",,,,,,
"or",4,,"COO",,,,"⦃otherwise, if not⦄",,,,,,
"or",5,,"COO",,,,"⦃also known as⦄",,,,,,
"orange",1,,"N",,"C ",,"orange fruit",,,,,,
"orange",2,,"AN",,,"jigeho ","of orange color",,,,,,
"organism",,,"N",,"C ","maweya ",,,,,,,
"ostrich",,,"N",,"C ","rahubi ",,,,,,,
"other",,,"AN",,"than","muqiju ",,,,,,,
"our",,,"D",,,"miveda ",,,,,,,
"ours",,,"NPOSS",,,"miveda ",,,,,,,
"out",,,"ADV",,,,,,,,,,
"outer space",,,"N",,,"zagivi ",,,,,,,
"ovum",,,"N",,,"qosaqe ",,,,,,,
"owl",,,"N",,,"ruwuma ",,,,,,,
"own",,,"V",,"DO","yoguwo ",,,,,,,
"oxygen",,,"NU",,,"veqile ",,,,,,,
"ozone",,,"NU",,,"yoweco ",,,,,,,
"page",,,"N",,,"raweje ",,,,,,,
"pain",,,"N",,,"busoni ",,,,,,,
"palate",,,"N",,,"wegofu ",,,,,,,
"pangolin",,,"N",,,"jizope ",,,,,,,
"pant",,,"V",,,"tujepa ",,,,,,,
"pants",,,"N",,,"johoqi ",,,,,,,
"paper",,,"NU",,,"ditifu ",,,,,,,
"parakaryote",,,"N",,,"duvawo ",,,,,,,
"parallel",,,"AN",,"to","pilawe ",,,,,,,
"parent",,,"V",,"DO","hibeto ",,,,,,,
"parent",,,"V",,"DO","yoqazi ",,,,,,,
"parent",,,"N",,"of","yelepu ",,,,,,,
"parrot",,,"N",,,"rutuhu ",,,,,,,
"participate",,,"V",,"in","gutime ",,,,,,,
"particular",,,"N",,,"sitawe ",,,,,,,
"pasta",,,"N",,,"towulo ",,,,,,,
"pastry",,,"N",,,"siyeto ",,,,,,,
"patient",,,"N",,,"tivayo ",,,,,,,
"pay attention",,,"V",,"to","kiwoda ",,,,,,,
"PC",,,"N",,,"tuvazo ",,,,,,,
"pear",,,"N",,,"loteyo ",,,,,,,
"pedipalp",,,"N",,,"cipeco ",,,,,,,
"pee",,,"NU",,,"qigiwu ",,,,,,,
"pee",,,"V",,"DO","gobuvo ",,,,,,,
"pelt",,,"N",,,"gumunu ",,,,,,,
"pelvis",,,"N",,,"qabivo ",,,,,,,
"pencil sharpener",,,"N",,,"zozuli ",,,,,,,
"penguin",,,"N",,,"payope ",,,,,,,
"penis",,,"N",,,"lobuze ",,,,,,,
"pentagon",,,"N",,,"rapalu ",,,,,,,
"people",,,"N",,"U ",,,,,,,,
"period",,,"N",,,"gegulu ",,,,,,,
"permitted",,,"PTCP",,"to","zilanu ",,,,,,,
"perpend stone",,,"N",,,"piqome ",,,,,,,
"perpendicular",,,"AN",,"to","vepeda ",,,,,,,
"person",,,"N",,,"jagoce ",,,,,,,
"personal computer",,,"N",,,"tuvazo ",,,,,,,
"pertain",,,"V",,"to","gocika ",,,,,,,
"pes",,,"N",,,"dafowa ",,,,,,,
"pet",,,"V",,"DO","gunoqo ",,,,,,,
"petroleum",,,"NU",,,"wolopa ",,,,,,,
"pharaoh",,,"N",,,"hadeci ",,,,,,,
"phlogiston",,,"N",,,"jedeja ",,,,,,,
"phone",,,"N",,,"bifedo ",,,,,,,
"phone",,,"N",,,"suzezo ",,,,,,,
"phosphorus",,,"NU",,,"tuwaro ",,,,,,,
"photograph",,,"N",,,"hibegi ",,,,,,,
"pi",,,"N",,,"kuyale ",,,,,,,
"piano",,,"N",,,"pepiyi ",,,,,,,
"pickaxe",,,"N",,,"jakege ",,,,,,,
"pie",,,"N",,,"nebido ",,,,,,,
"pig",,,"N",,,"bogiri ",,,,,,,
"pillow",,,"N",,,"dodemu ",,,,,,,
"pincer",,,"N",,,"puguso ",,,,,,,
"pine tree",,,"N",,,"nafara ",,,,,,,
"pink",,,"AN",,,"minequ ",,,,,,,
"pinniped",,,"N",,,"wutula ",,,,,,,
